frame,timestamp,track_id,class,bbox_x1,bbox_y1,bbox_x2,bbox_y2,centroid_x,centroid_y
465,46.4,495,car,790.83,199.77,889.42,296.47,840.12,248.12
466,46.5,492,truck,761.88,146.09,908.92,304.58,835.4,225.34
466,46.5,493,car,1505.09,261.94,1591.52,345.07,1548.31,303.5
466,46.5,495,car,775.52,199.29,888.55,310.24,832.03,254.76
467,46.6,492,truck,755.84,147.87,908.09,315.97,831.96,231.92
467,46.6,493,car,1489.82,255.66,1573.1,333.38,1531.46,294.52
467,46.6,495,car,759.54,185.94,895.96,320.8,827.75,253.37
468,46.7,493,car,1475.32,250.78,1557.44,325.2,1516.38,287.99
468,46.7,495,truck,743.88,180.19,898.62,334.76,821.25,257.47
469,46.8,493,car,1462.23,245.13,1542.78,316.85,1502.51,280.99
469,46.8,495,car,728.0,172.08,902.64,349.68,815.32,260.88
469,46.8,492,truck,733.73,154.07,900.77,343.76,817.25,248.91
470,46.9,493,car,1449.83,236.37,1528.01,304.83,1488.92,270.6
470,46.9,495,car,727.24,204.41,886.9,367.41,807.07,285.91
470,46.9,492,truck,723.17,163.32,895.63,364.93,809.4,264.12
471,47.0,493,car,1433.8,225.82,1516.08,297.39,1474.94,261.6
471,47.0,495,car,716.36,208.95,886.48,384.44,801.42,296.69
471,47.0,492,truck,712.33,167.69,892.64,383.91,802.48,275.8
472,47.1,493,car,1423.75,219.87,1504.24,289.25,1463.99,254.56
472,47.1,495,truck,695.11,190.12,897.26,403.17,796.19,296.64
472,47.1,492,car,703.26,175.12,888.35,401.64,795.8,288.38
473,47.2,493,car,1415.82,218.66,1491.47,283.1,1453.65,250.88
473,47.2,495,car,674.66,184.26,897.8,425.3,786.23,304.78
473,47.2,492,truck,689.06,180.84,883.29,423.78,786.18,302.31
474,47.3,493,car,1407.26,216.39,1481.48,278.94,1444.37,247.66
474,47.3,495,car,659.14,186.79,895.26,448.4,777.2,317.59
474,47.3,492,truck,676.69,187.17,877.34,444.12,777.01,315.64
475,47.4,493,car,1396.86,208.6,1474.77,274.28,1435.81,241.44
475,47.4,492,truck,665.64,197.69,877.76,474.7,771.7,336.19
476,47.5,493,car,1390.03,205.76,1462.71,266.61,1426.37,236.18
476,47.5,492,truck,645.71,191.67,877.12,501.6,761.42,346.63
477,47.6,493,car,1378.4,200.36,1452.15,261.42,1415.27,230.89
477,47.6,492,truck,633.12,198.49,876.05,531.64,754.59,365.07
478,47.7,493,car,1369.35,195.07,1442.78,254.94,1406.07,225.01
478,47.7,492,truck,625.77,229.02,876.13,574.01,750.95,401.51
479,47.8,493,car,1362.01,188.42,1437.91,250.81,1399.96,219.61
479,47.8,492,truck,604.22,244.78,869.74,616.7,736.98,430.74
479,47.8,501,car,707.97,186.99,794.65,249.14,751.31,218.07
480,47.9,493,car,1351.71,177.59,1434.75,247.19,1393.23,212.39
480,47.9,492,truck,587.06,276.98,862.93,666.59,724.99,471.78
480,47.9,501,car,705.32,193.13,788.74,253.08,747.03,223.11
481,48.0,493,car,1346.41,173.92,1427.87,243.18,1387.14,208.55
481,48.0,492,truck,554.71,305.29,852.72,730.09,703.72,517.69
481,48.0,501,car,694.0,196.49,784.62,261.82,739.31,229.15
482,48.1,493,car,1342.44,173.45,1420.87,240.49,1381.66,206.97
482,48.1,492,truck,527.21,334.75,850.9,800.06,689.06,567.4
482,48.1,501,car,685.5,199.02,782.43,269.44,733.96,234.23
483,48.2,492,truck,495.57,367.5,854.07,886.26,674.82,626.88
483,48.2,501,car,674.87,199.97,778.07,275.62,726.47,237.79
484,48.3,492,truck,448.4,411.43,849.03,995.01,648.72,703.22
484,48.3,501,car,665.05,204.34,769.93,281.64,717.49,242.99
485,48.4,492,truck,418.18,463.21,829.27,1056.87,623.73,760.04
485,48.4,501,car,659.74,211.22,765.66,289.7,712.7,250.46
486,48.5,492,truck,389.13,532.55,785.52,1080.0,587.33,806.28
486,48.5,501,car,651.27,219.44,755.89,297.46,703.58,258.45
487,48.6,501,car,643.25,227.39,745.06,303.73,694.16,265.56
488,48.7,501,car,637.66,240.41,737.32,315.49,687.49,277.95
489,48.8,501,car,624.75,247.61,727.89,325.81,676.32,286.71
490,48.9,501,car,611.3,254.87,719.73,337.89,665.52,296.38
491,49.0,501,car,601.2,259.96,713.71,346.25,657.46,303.11
492,49.1,501,car,596.18,274.27,706.55,358.96,651.36,316.62
493,49.2,501,car,580.23,275.68,701.31,369.55,640.77,322.62
494,49.3,501,car,561.97,277.1,697.43,383.76,629.7,330.43
495,49.4,501,car,549.03,286.35,685.72,394.97,617.38,340.66
496,49.5,501,car,531.01,296.95,673.4,411.68,602.2,354.31
497,49.6,501,car,512.31,312.09,661.69,434.57,587.0,373.33
497,49.6,505,car,736.97,181.87,812.65,235.79,774.81,208.83
498,49.7,501,car,500.21,337.58,642.88,454.3,571.54,395.94
498,49.7,505,car,732.82,187.24,806.53,239.76,769.68,213.5
499,49.8,501,car,474.28,343.48,634.41,476.25,554.34,409.86
499,49.8,505,car,719.92,189.89,797.3,245.06,758.61,217.47
500,49.9,501,car,447.67,353.43,622.48,500.87,535.07,427.15
500,49.9,505,car,706.32,195.88,784.56,251.69,745.44,223.79
501,50.0,501,car,425.95,369.72,605.0,521.89,515.47,445.8
501,50.0,505,car,693.53,199.18,781.43,262.17,737.48,230.67
502,50.1,501,car,398.4,384.68,593.61,553.38,496.01,469.03
502,50.1,505,car,685.8,202.0,777.51,268.42,731.66,235.21
503,50.2,501,car,372.94,403.13,576.85,581.76,474.89,492.45
503,50.2,505,car,681.69,211.68,769.73,275.64,725.71,243.66
504,50.3,501,car,341.95,428.97,552.05,614.69,447.0,521.83
504,50.3,505,car,670.57,216.82,764.61,285.36,717.59,251.09
505,50.4,501,car,310.99,458.23,532.98,656.0,421.99,557.12
505,50.4,505,car,663.34,220.47,760.79,291.84,712.07,256.15
506,50.5,501,car,268.22,484.87,513.05,705.52,390.63,595.19
506,50.5,505,car,658.18,232.89,749.19,299.57,703.69,266.23
507,50.6,501,car,220.71,518.88,487.25,761.28,353.98,640.08
507,50.6,505,car,649.11,242.2,735.82,305.73,692.47,273.96
508,50.7,501,car,168.13,559.64,459.89,827.15,314.01,693.39
508,50.7,505,car,638.83,251.17,728.62,317.08,683.73,284.12
509,50.8,501,car,105.55,599.54,430.26,901.15,267.9,750.35
509,50.8,505,car,624.05,257.97,719.92,328.57,671.98,293.27
510,50.9,501,car,32.3,650.56,391.11,986.74,211.7,818.65
510,50.9,505,car,610.59,268.67,710.94,342.6,660.77,305.63
511,51.0,501,car,0.0,712.11,350.69,1055.8,175.34,883.96
511,51.0,505,car,596.06,279.66,697.75,354.44,646.9,317.05
512,51.1,505,car,582.21,285.83,689.47,365.3,635.84,325.57
513,51.2,505,car,561.32,296.77,675.57,382.01,618.45,339.39
514,51.3,505,car,547.49,307.89,663.49,394.38,605.49,351.13
515,51.4,505,car,533.69,327.66,647.68,412.31,590.68,369.99
516,51.5,505,car,511.82,340.19,637.08,433.87,574.45,387.03
517,51.6,505,car,490.31,349.87,630.16,455.86,560.23,402.86
518,51.7,505,car,474.07,364.99,616.77,474.1,545.42,419.54
518,51.7,508,car,1831.1,364.78,1905.43,462.43,1868.27,413.6
519,51.8,505,car,450.86,381.73,605.93,501.91,528.4,441.82
519,51.8,508,car,1816.55,349.06,1891.78,446.32,1854.17,397.69
520,51.9,505,car,427.02,399.59,592.83,529.05,509.93,464.32
520,51.9,508,car,1792.71,333.49,1869.14,429.63,1830.92,381.56
521,52.0,505,car,400.53,421.16,574.85,558.7,487.69,489.93
521,52.0,508,car,1764.36,319.8,1841.08,412.85,1802.72,366.33
522,52.1,505,car,366.99,446.95,552.43,594.14,459.71,520.55
522,52.1,508,car,1738.17,307.18,1813.28,394.8,1775.72,350.99
523,52.2,505,car,332.22,476.52,533.26,637.42,432.74,556.97
523,52.2,508,car,1713.34,302.27,1786.02,383.68,1749.68,342.98
524,52.3,505,car,288.17,507.16,506.49,682.23,397.33,594.69
524,52.3,508,car,1684.42,293.27,1759.05,373.93,1721.74,333.6
525,52.4,505,car,245.97,547.67,480.47,737.2,363.22,642.43
525,52.4,508,car,1661.7,286.56,1735.34,362.94,1698.52,324.75
526,52.5,505,car,194.23,589.79,455.23,803.45,324.73,696.62
526,52.5,508,car,1641.2,275.26,1714.14,348.45,1677.67,311.86
527,52.6,505,car,135.55,634.71,427.0,875.85,281.28,755.28
527,52.6,508,car,1617.96,265.72,1693.56,339.51,1655.76,302.61
528,52.7,505,car,67.0,691.05,393.38,964.7,230.19,827.87
529,52.8,505,car,7.91,758.98,347.79,1046.62,177.85,902.8
529,52.8,508,car,1588.46,256.83,1656.63,320.43,1622.54,288.63
530,52.9,508,car,1571.31,250.76,1639.44,311.88,1605.38,281.32
531,53.0,508,car,1555.94,241.29,1626.62,303.09,1591.28,272.19
532,53.1,508,car,1541.19,233.37,1613.44,295.06,1577.31,264.21
533,53.2,508,car,1528.02,228.26,1600.49,289.06,1564.26,258.66
589,58.8,514,car,803.32,150.54,863.92,196.69,833.62,173.61
599,59.8,518,car,764.94,153.46,834.71,217.62,799.82,185.54
600,59.9,518,car,761.67,157.68,829.34,219.79,795.51,188.73
601,60.0,518,car,757.69,160.68,825.15,222.53,791.42,191.61
602,60.1,518,car,755.19,165.23,821.34,225.75,788.26,195.49
606,60.5,518,car,740.21,177.96,803.79,235.51,772.0,206.73
607,60.6,518,car,734.62,178.35,800.78,237.99,767.7,208.17
608,60.7,518,car,731.32,180.89,797.4,239.32,764.36,210.1
609,60.8,518,car,729.6,183.02,795.86,240.87,762.73,211.94
610,60.9,518,car,724.3,181.61,796.35,243.91,760.32,212.76
611,61.0,518,car,720.96,184.1,794.44,246.82,757.7,215.46
612,61.1,518,car,716.3,187.34,790.51,250.29,753.41,218.82
613,61.2,518,car,710.65,187.1,788.03,252.72,749.34,219.91
614,61.3,518,car,705.22,187.92,784.99,255.64,745.11,221.78
615,61.4,518,car,696.15,188.92,781.88,262.42,739.01,225.67
616,61.5,518,car,691.07,191.11,778.87,266.82,734.97,228.97
617,61.6,518,car,688.19,192.56,776.59,269.27,732.39,230.92
618,61.7,518,car,684.12,196.08,772.2,272.95,728.16,234.51
619,61.8,518,car,680.72,197.2,771.07,276.79,725.9,237.0
620,61.9,518,car,676.16,199.35,767.1,279.49,721.63,239.42
621,62.0,518,car,674.24,202.77,763.3,281.23,718.77,242.0
622,62.1,518,car,670.66,205.61,760.24,284.13,715.45,244.87
623,62.2,518,car,667.42,207.79,758.91,287.51,713.16,247.65
623,62.2,519,car,27.11,681.07,189.61,882.15,108.36,781.61
624,62.3,518,car,662.39,206.37,759.13,291.01,710.76,248.69
624,62.3,519,car,69.84,671.21,239.29,876.72,154.57,773.97
625,62.4,518,car,654.85,204.05,758.61,295.84,706.73,249.94
625,62.4,519,car,114.82,666.12,297.34,878.75,206.08,772.43
626,62.5,518,car,654.26,211.43,753.12,298.07,703.69,254.75
626,62.5,519,car,173.83,661.23,373.15,880.43,273.49,770.83
627,62.6,518,car,649.38,219.19,742.12,299.94,695.75,259.56
627,62.6,519,car,256.92,660.22,468.88,878.25,362.9,769.23
628,62.7,518,car,645.6,223.37,734.63,300.99,690.11,262.18
628,62.7,519,car,349.83,661.71,572.34,874.43,461.08,768.07
629,62.8,518,car,643.94,232.84,730.26,307.25,687.1,270.05
629,62.8,519,car,441.32,657.01,678.65,868.11,559.98,762.56
630,62.9,518,car,639.97,237.98,727.68,313.27,683.83,275.62
630,62.9,519,car,532.13,652.67,786.12,863.88,659.13,758.27
631,63.0,518,car,636.19,236.6,728.35,315.56,682.27,276.08
631,63.0,519,car,622.84,649.78,889.4,857.32,756.12,753.55
632,63.1,518,car,630.36,239.26,724.64,320.47,677.5,279.86
632,63.1,519,car,708.44,644.14,989.59,850.12,849.01,747.13
633,63.2,518,car,626.4,240.62,720.77,321.58,673.59,281.1
633,63.2,519,car,793.54,640.6,1087.32,844.17,940.43,742.38
634,63.3,518,car,622.77,239.67,720.11,323.63,671.44,281.65
634,63.3,519,car,875.03,638.57,1179.26,839.11,1027.14,738.84
635,63.4,518,car,619.07,241.87,718.32,327.53,668.7,284.7
635,63.4,519,car,949.87,624.07,1277.46,833.06,1113.67,728.56
636,63.5,518,car,616.12,245.66,714.3,330.4,665.21,288.03
636,63.5,519,car,1040.24,627.04,1356.03,820.03,1198.13,723.54
637,63.6,518,car,609.24,247.67,713.21,337.84,661.22,292.76
637,63.6,519,car,1113.14,619.41,1436.18,810.66,1274.66,715.04
638,63.7,518,car,607.89,256.96,706.03,340.56,656.96,298.76
638,63.7,519,car,1182.71,614.55,1513.14,805.36,1347.93,709.95
639,63.8,518,car,600.05,256.18,704.74,345.17,652.39,300.67
639,63.8,519,car,1250.52,608.94,1580.76,795.83,1415.64,702.38
640,63.9,518,car,597.09,260.48,699.85,347.41,648.47,303.94
640,63.9,519,car,1323.38,606.83,1640.41,782.42,1481.89,694.63
640,63.9,522,car,807.11,140.5,867.42,190.33,837.27,165.41
641,64.0,518,car,592.81,261.19,697.01,349.67,644.91,305.43
641,64.0,519,car,1382.27,601.16,1696.26,772.22,1539.26,686.69
641,64.0,522,car,801.12,142.03,864.33,194.32,832.72,168.17
642,64.1,518,car,587.83,262.83,692.82,352.05,640.33,307.44
642,64.1,519,car,1433.5,590.24,1753.53,763.78,1593.51,677.01
642,64.1,522,car,797.79,145.15,858.03,194.95,827.91,170.05
643,64.2,518,car,582.14,266.1,692.11,360.11,637.13,313.1
643,64.2,519,car,1484.43,583.02,1799.59,753.27,1642.01,668.15
643,64.2,522,car,792.4,146.33,853.04,196.48,822.72,171.41
644,64.3,518,car,579.88,271.04,691.39,367.06,635.63,319.05
644,64.3,519,car,1533.37,573.62,1842.33,740.73,1687.85,657.18
644,64.3,522,car,788.83,146.04,851.96,198.29,820.4,172.17
645,64.4,518,car,574.9,273.42,687.47,370.11,631.19,321.77
645,64.4,519,car,1577.74,562.38,1886.42,730.34,1732.08,646.36
645,64.4,522,car,787.08,145.08,853.52,199.94,820.3,172.51
646,64.5,518,car,572.61,273.5,687.5,373.05,630.06,323.27
646,64.5,519,car,1619.84,553.87,1918.54,717.88,1769.19,635.88
646,64.5,522,car,784.06,146.18,851.08,201.47,817.57,173.83
646,64.5,523,car,1839.56,766.5,1906.01,948.53,1872.79,857.51
647,64.6,518,car,570.83,274.44,685.38,373.67,628.1,324.05
647,64.6,519,car,1656.36,545.54,1920.0,704.53,1788.18,625.04
647,64.6,522,car,780.15,147.53,848.14,203.7,814.15,175.62
647,64.6,523,car,1812.04,747.47,1896.17,975.26,1854.11,861.37
648,64.7,518,car,564.65,273.58,684.19,377.73,624.42,325.65
648,64.7,519,car,1686.16,534.74,1920.0,690.28,1803.08,612.51
648,64.7,522,car,778.22,148.66,846.13,204.31,812.17,176.48
648,64.7,523,car,1781.08,740.06,1878.86,997.41,1829.97,868.74
649,64.8,518,car,561.76,274.51,684.04,381.64,622.9,328.08
649,64.8,519,car,1710.01,523.64,1920.0,677.88,1815.01,600.76
649,64.8,522,car,774.89,147.17,845.26,204.86,810.08,176.02
649,64.8,523,car,1749.21,740.54,1863.26,1028.72,1806.24,884.63
650,64.9,518,car,557.4,275.41,683.06,386.43,620.23,330.92
650,64.9,519,car,1734.35,513.2,1920.0,662.33,1827.18,587.76
650,64.9,522,car,770.51,148.72,839.85,205.65,805.18,177.18
650,64.9,523,car,1714.8,739.75,1847.19,1056.33,1781.0,898.04
651,65.0,518,car,553.09,276.24,680.99,390.56,617.04,333.4
651,65.0,519,car,1758.48,505.76,1920.0,647.08,1839.24,576.42
651,65.0,522,car,766.39,149.94,836.41,207.45,801.4,178.7
651,65.0,523,car,1674.27,736.54,1828.07,1078.55,1751.17,907.54
652,65.1,518,car,550.4,286.45,672.04,394.77,611.22,340.61
652,65.1,519,car,1774.58,495.74,1920.0,633.66,1847.29,564.7
652,65.1,522,car,760.94,150.12,834.1,211.11,797.52,180.62
652,65.1,523,car,1639.45,748.82,1807.57,1080.0,1723.51,914.41
653,65.2,518,car,545.46,291.33,667.22,399.48,606.34,345.4
653,65.2,519,car,1794.98,492.17,1920.0,618.47,1857.49,555.32
653,65.2,522,car,754.07,154.43,825.14,213.42,789.6,183.93
653,65.2,523,car,1605.72,769.35,1786.11,1080.0,1695.92,924.68
654,65.3,518,car,543.22,294.6,665.93,404.14,604.58,349.37
654,65.3,519,car,1810.55,485.83,1920.0,606.35,1865.28,546.09
654,65.3,522,car,748.49,156.58,823.03,218.39,785.76,187.49
654,65.3,523,car,1561.48,786.07,1757.67,1080.0,1659.57,933.04
655,65.4,518,car,537.6,297.76,663.39,410.37,600.49,354.07
655,65.4,519,car,1821.81,473.39,1920.0,592.02,1870.91,532.7
655,65.4,522,car,743.43,160.81,815.42,220.36,779.43,190.58
655,65.4,523,car,1504.52,804.38,1713.57,1080.0,1609.05,942.19
656,65.5,518,car,531.12,298.08,661.14,414.87,596.13,356.47
656,65.5,522,car,740.42,160.73,812.41,220.56,776.41,190.64
656,65.5,523,car,1454.49,827.17,1673.7,1080.0,1564.09,953.59
657,65.6,518,car,531.93,307.46,653.8,415.92,592.86,361.69
657,65.6,522,car,737.36,164.12,809.89,224.51,773.63,194.32
658,65.7,518,car,525.26,310.1,649.03,420.13,587.15,365.11
658,65.7,522,car,731.84,160.91,807.84,225.04,769.84,192.97
658,65.7,523,car,1381.91,875.96,1586.99,1080.0,1484.45,977.98
659,65.8,518,car,522.8,311.9,647.98,423.04,585.39,367.47
659,65.8,522,car,730.7,163.6,804.56,226.14,767.63,194.87
660,65.9,518,car,521.03,315.33,646.82,427.09,583.92,371.21
660,65.9,522,car,726.3,163.4,802.73,228.61,764.51,196.0
661,66.0,518,car,516.99,317.75,645.1,431.71,581.05,374.73
662,66.1,518,car,512.19,319.76,644.99,438.53,578.59,379.14
662,66.1,522,car,719.19,173.48,792.79,235.38,755.99,204.43
663,66.2,518,car,508.14,322.06,641.87,441.96,575.0,382.01
663,66.2,530,car,1852.06,396.68,1911.86,493.48,1881.96,445.08
663,66.2,522,car,717.26,182.25,785.14,237.93,751.2,210.09
664,66.3,518,car,506.14,324.28,640.03,444.42,573.09,384.35
664,66.3,530,car,1844.64,388.89,1906.4,488.03,1875.52,438.46
664,66.3,522,car,710.42,183.38,781.6,241.37,746.01,212.37
665,66.4,518,car,500.54,325.79,636.66,447.67,568.6,386.73
665,66.4,530,car,1839.79,382.75,1901.16,479.59,1870.47,431.17
665,66.4,522,car,705.99,184.13,778.36,242.32,742.17,213.22
666,66.5,518,car,497.37,327.69,635.68,451.56,566.53,389.62
666,66.5,530,car,1828.88,368.37,1895.0,469.87,1861.94,419.12
666,66.5,522,car,700.47,184.61,776.47,245.42,738.47,215.02
667,66.6,518,car,491.58,331.77,630.2,456.51,560.89,394.14
667,66.6,530,car,1820.38,359.73,1889.06,460.99,1854.72,410.36
667,66.6,522,car,694.25,184.53,772.59,247.85,733.42,216.19
668,66.7,518,car,486.26,334.05,627.06,461.6,556.66,397.82
668,66.7,530,car,1810.59,354.59,1880.5,452.02,1845.55,403.3
668,66.7,522,car,689.73,185.22,770.24,250.77,729.98,217.99
669,66.8,518,car,483.95,335.48,625.41,464.54,554.68,400.01
669,66.8,530,car,1796.05,349.76,1865.99,441.63,1831.02,395.7
669,66.8,522,car,683.87,185.03,767.75,253.83,725.81,219.43
670,66.9,518,car,482.95,338.63,623.19,466.96,553.07,402.8
670,66.9,530,car,1783.62,345.87,1851.8,429.63,1817.71,387.75
670,66.9,522,car,681.84,186.13,765.22,255.2,723.53,220.66
671,67.0,518,car,479.45,335.03,623.3,467.23,551.37,401.13
671,67.0,530,car,1766.91,335.15,1841.57,421.83,1804.24,378.49
671,67.0,522,car,673.63,183.72,764.19,258.96,718.91,221.34
672,67.1,518,car,477.71,336.41,622.27,469.95,549.99,403.18
672,67.1,530,car,1749.75,327.08,1828.21,414.17,1788.98,370.62
672,67.1,522,car,668.14,184.67,762.53,263.55,715.34,224.11
673,67.2,518,car,475.2,337.88,620.26,472.49,547.73,405.18
673,67.2,530,car,1734.92,317.44,1819.4,407.71,1777.16,362.57
673,67.2,522,car,664.75,189.44,756.9,266.42,710.83,227.93
674,67.3,518,car,473.89,341.04,617.53,474.49,545.71,407.76
674,67.3,530,car,1722.85,309.95,1809.02,399.31,1765.94,354.63
674,67.3,522,car,659.65,192.58,750.6,269.12,705.13,230.85
675,67.4,518,car,472.08,340.88,618.59,477.47,545.34,409.18
675,67.4,530,car,1708.64,306.43,1792.88,391.51,1750.76,348.97
675,67.4,522,car,657.06,193.07,748.59,271.25,702.82,232.16
676,67.5,518,car,468.85,340.67,620.58,483.11,544.71,411.89
676,67.5,530,car,1697.25,303.42,1779.1,383.56,1738.18,343.49
676,67.5,522,car,653.22,196.29,740.49,271.62,696.85,233.95
677,67.6,518,car,466.11,340.87,617.94,483.68,542.03,412.27
677,67.6,530,car,1683.96,302.28,1762.56,376.73,1723.26,339.51
677,67.6,522,car,646.87,198.45,737.21,277.41,692.04,237.93
678,67.7,518,car,462.66,342.85,614.27,485.77,538.46,414.31
678,67.7,530,car,1669.74,296.19,1747.14,366.92,1708.44,331.56
678,67.7,522,car,641.04,198.71,733.59,280.97,687.32,239.84
679,67.8,518,car,456.5,339.65,614.08,489.02,535.29,414.34
679,67.8,530,car,1654.84,286.94,1737.58,361.24,1696.21,324.09
679,67.8,522,car,634.33,200.4,729.86,286.28,682.09,243.34
680,67.9,518,car,453.94,339.53,612.48,490.83,533.21,415.18
680,67.9,530,car,1641.02,281.84,1722.18,353.04,1681.6,317.44
680,67.9,522,car,630.58,203.14,724.24,287.73,677.41,245.44
681,68.0,518,car,452.29,346.12,605.25,492.2,528.77,419.16
681,68.0,530,car,1626.87,275.36,1710.78,347.45,1668.82,311.41
681,68.0,522,car,625.62,204.75,723.92,294.49,674.77,249.62
682,68.1,518,car,447.97,344.93,605.44,496.33,526.71,420.63
682,68.1,530,car,1614.5,269.24,1701.25,342.71,1657.88,305.98
682,68.1,522,car,622.96,208.5,720.85,298.12,671.9,253.31
683,68.2,518,car,447.16,346.23,604.34,498.29,525.75,422.26
683,68.2,530,car,1604.31,263.74,1690.46,336.19,1647.38,299.96
683,68.2,522,car,619.73,210.56,717.49,300.16,668.61,255.36
684,68.3,518,car,448.84,354.63,598.06,498.57,523.45,426.6
684,68.3,530,car,1592.05,258.17,1678.9,330.38,1635.48,294.27
684,68.3,522,car,616.2,211.68,715.18,302.7,665.69,257.19
685,68.4,518,car,449.21,359.77,594.8,499.39,522.0,429.58
685,68.4,530,car,1586.16,258.31,1666.54,323.66,1626.35,290.98
685,68.4,522,car,613.67,215.42,711.91,305.65,662.79,260.54
686,68.5,518,car,445.76,360.52,594.79,503.27,520.27,431.89
686,68.5,530,car,1577.67,255.2,1655.11,317.1,1616.39,286.15
686,68.5,522,car,609.09,218.36,708.67,310.31,658.88,264.33
687,68.6,518,car,446.82,369.06,589.15,503.96,517.99,436.51
687,68.6,530,car,1568.68,250.7,1643.46,309.72,1606.07,280.21
687,68.6,522,car,609.03,226.07,704.49,313.81,656.76,269.94
688,68.7,518,car,445.71,369.62,589.29,504.97,517.5,437.3
688,68.7,530,car,1561.42,247.37,1634.29,303.97,1597.85,275.67
688,68.7,522,car,603.46,226.17,701.63,317.16,652.55,271.66
689,68.8,518,car,443.12,368.54,589.94,506.44,516.53,437.49
689,68.8,530,car,1551.74,240.7,1626.38,298.69,1589.06,269.7
689,68.8,522,car,601.72,235.95,692.95,319.8,647.33,277.87
690,68.9,518,car,442.82,372.17,587.31,506.99,515.07,439.58
690,68.9,530,car,1539.25,236.21,1616.49,295.93,1577.87,266.07
690,68.9,522,car,597.41,232.84,693.54,322.12,645.48,277.48
691,69.0,518,car,441.66,375.07,585.25,508.1,513.46,441.59
691,69.0,530,car,1529.74,233.5,1606.89,292.98,1568.32,263.24
691,69.0,522,car,591.63,232.46,691.46,325.84,641.54,279.15
692,69.1,518,car,435.6,376.47,584.98,514.79,510.29,445.63
692,69.1,522,car,587.6,235.1,686.21,328.21,636.91,281.65
693,69.2,518,car,431.79,378.84,580.9,516.58,506.35,447.71
693,69.2,522,car,584.63,241.6,681.72,333.31,633.17,287.46
694,69.3,518,car,430.61,380.96,580.77,519.3,505.69,450.13
694,69.3,522,car,579.69,245.64,676.95,337.4,628.32,291.52
695,69.4,518,car,426.31,379.53,582.8,524.16,504.56,451.85
695,69.4,522,car,575.14,246.27,675.63,341.32,625.39,293.79
696,69.5,518,car,426.71,381.48,581.79,524.83,504.25,453.16
696,69.5,522,car,570.7,243.81,676.13,344.36,623.42,294.09
697,69.6,518,car,425.03,381.8,582.44,527.58,503.73,454.69
697,69.6,522,car,571.19,249.59,672.07,345.65,621.63,297.62
698,69.7,518,car,422.8,383.05,583.01,531.94,502.91,457.5
698,69.7,522,car,569.25,248.86,671.97,347.07,620.61,297.97
699,69.8,518,car,420.45,381.52,584.17,534.6,502.31,458.06
699,69.8,522,car,566.69,248.14,671.9,349.35,619.29,298.74
700,69.9,518,car,419.42,380.67,584.28,535.75,501.85,458.21
700,69.9,522,car,564.63,253.97,667.84,352.98,616.24,303.47
701,70.0,518,car,418.78,379.93,583.79,536.03,501.28,457.98
701,70.0,522,car,558.61,254.93,668.83,361.38,613.72,308.16
702,70.1,518,car,418.87,379.16,583.95,535.81,501.41,457.49
702,70.1,522,car,554.13,258.08,665.45,365.53,609.79,311.8
703,70.2,518,car,419.1,382.04,581.8,536.98,500.45,459.51
703,70.2,522,car,554.49,269.24,659.07,368.76,606.78,319.0
704,70.3,518,car,419.97,384.11,580.47,537.08,500.22,460.6
704,70.3,522,car,548.84,263.67,660.42,369.92,604.63,316.8
705,70.4,518,car,417.67,386.63,577.75,539.65,497.71,463.14
705,70.4,522,car,544.91,269.3,652.93,371.37,598.92,320.33
706,70.5,518,car,414.01,387.19,576.53,543.42,495.27,465.31
706,70.5,522,car,541.34,267.65,651.72,372.43,596.53,320.04
707,70.6,518,car,413.37,385.7,577.64,544.13,495.5,464.91
707,70.6,522,car,538.75,272.13,647.39,375.17,593.07,323.65
708,70.7,518,car,410.28,387.06,572.72,544.49,491.5,465.77
708,70.7,522,car,536.28,275.19,644.88,377.83,590.58,326.51
709,70.8,518,car,408.79,387.6,570.79,545.51,489.79,466.56
709,70.8,522,car,532.22,275.83,645.81,383.63,589.02,329.73
710,70.9,518,car,408.96,387.67,570.07,545.6,489.52,466.63
710,70.9,522,car,529.4,278.68,642.99,386.41,586.2,332.54
711,71.0,518,car,409.06,387.38,570.22,546.48,489.64,466.93
711,71.0,522,car,525.72,279.34,643.73,391.8,584.72,335.57
712,71.1,518,car,411.63,387.23,574.36,548.2,492.99,467.72
712,71.1,522,car,521.25,277.58,642.2,393.24,581.73,335.41
713,71.2,518,car,413.47,389.56,574.12,548.36,493.79,468.96
713,71.2,522,car,521.7,280.66,640.46,394.28,581.08,337.47
714,71.3,518,car,414.33,390.21,574.68,548.34,494.5,469.27
714,71.3,522,car,521.53,284.7,637.2,394.93,579.36,339.82
715,71.4,518,car,415.13,392.03,574.4,548.53,494.76,470.28
715,71.4,522,car,517.14,281.06,637.18,395.8,577.16,338.43
716,71.5,518,car,415.78,392.75,574.63,548.45,495.2,470.6
716,71.5,522,car,519.09,284.25,636.77,396.86,577.93,340.55
717,71.6,518,car,414.21,392.29,573.86,548.98,494.03,470.64
717,71.6,522,car,515.76,286.91,632.57,398.2,574.17,342.56
718,71.7,518,car,412.92,392.05,572.87,549.32,492.89,470.69
718,71.7,522,car,509.48,284.62,632.93,402.57,571.2,343.59
719,71.8,518,car,412.28,391.44,572.82,549.08,492.55,470.26
719,71.8,522,car,508.17,287.79,631.82,406.36,570.0,347.08
