timestamp,ingestion_rate_fps,dropped_frames,stream_uptime_seconds
2026-05-03 12:30:00,30,0,569700
2026-05-03 12:45:00,30,0,570600
2026-05-03 13:00:00,29,0,571500
2026-05-03 13:15:00,30,0,572400
2026-05-03 13:30:00,30,1,573300
2026-05-03 13:45:00,30,0,574200
2026-05-03 14:00:00,30,2,575100
2026-05-03 14:15:00,30,0,576000
2026-05-03 14:30:00,29,1,576900
2026-05-03 14:45:00,30,0,577800
2026-05-03 15:00:00,29,0,578700
2026-05-03 15:15:00,30,1,579600
2026-05-03 15:30:00,30,0,580500
2026-05-03 15:45:00,29,1,581400
2026-05-03 16:00:00,29,2,582300
2026-05-03 16:15:00,29,2,583200
2026-05-03 16:30:00,29,0,584100
2026-05-03 16:45:00,30,1,585000
2026-05-03 17:00:00,30,1,585900
2026-05-03 17:15:00,29,1,586800
2026-05-03 17:30:00,29,1,587700
2026-05-03 17:45:00,29,0,588600
2026-05-03 18:00:00,30,0,589500
2026-05-03 18:15:00,29,0,590400
2026-05-03 18:30:00,29,0,591300
2026-05-03 18:45:00,30,0,592200
2026-05-03 19:00:00,30,2,593100
2026-05-03 19:15:00,29,0,594000
2026-05-03 19:30:00,30,2,594900
2026-05-03 19:45:00,29,0,595800
2026-05-03 20:00:00,30,1,596700
2026-05-03 20:15:00,30,0,597600
2026-05-03 20:30:00,29,0,598500
2026-05-03 20:45:00,30,2,599400
2026-05-03 21:00:00,30,1,600300
2026-05-03 21:15:00,29,2,601200
2026-05-03 21:30:00,29,1,602100
2026-05-03 21:45:00,29,1,603000
2026-05-03 22:00:00,30,0,603900
2026-05-03 22:15:00,29,0,604800
2026-05-03 22:30:00,29,0,605700
2026-05-03 22:45:00,29,2,606600
2026-05-03 23:00:00,29,0,607500
2026-05-03 23:15:00,30,0,608400
2026-05-03 23:30:00,29,2,609300
2026-05-03 23:45:00,29,1,610200
2026-05-04 00:00:00,30,2,611100
2026-05-04 00:15:00,30,0,612000
2026-05-04 00:30:00,29,0,612900
2026-05-04 00:45:00,30,0,613800
2026-05-04 01:00:00,29,0,614700
2026-05-04 01:15:00,29,0,615600
2026-05-04 01:30:00,29,2,616500
2026-05-04 01:45:00,29,0,617400
2026-05-04 02:00:00,29,1,618300
2026-05-04 02:15:00,29,0,619200
2026-05-04 02:30:00,30,0,620100
2026-05-04 02:45:00,29,2,621000
2026-05-04 03:00:00,29,1,621900
2026-05-04 03:15:00,30,0,622800
2026-05-04 03:30:00,30,1,623700
2026-05-04 03:45:00,30,1,624600
2026-05-04 04:00:00,30,1,625500
2026-05-04 04:15:00,30,0,626400
2026-05-04 04:30:00,29,0,627300
2026-05-04 04:45:00,29,0,628200
2026-05-04 05:00:00,30,2,629100
2026-05-04 05:15:00,29,2,630000
2026-05-04 05:30:00,29,1,630900
2026-05-04 05:45:00,30,2,631800
2026-05-04 06:00:00,30,0,632700
2026-05-04 06:15:00,30,1,633600
2026-05-04 06:30:00,30,0,634500
2026-05-04 06:45:00,29,1,635400
2026-05-04 07:00:00,29,0,636300
2026-05-04 07:15:00,29,0,637200
2026-05-04 07:30:00,29,0,638100
2026-05-04 07:45:00,29,0,639000
2026-05-04 08:00:00,30,0,639900
2026-05-04 08:15:00,30,0,640800
2026-05-04 08:30:00,29,1,641700
2026-05-04 08:45:00,29,0,642600
2026-05-04 09:00:00,29,1,643500
2026-05-04 09:15:00,30,0,644400
2026-05-04 09:30:00,30,0,645300
2026-05-04 09:45:00,29,2,646200
2026-05-04 10:00:00,29,1,647100
2026-05-04 10:15:00,30,0,648000
2026-05-04 10:30:00,30,0,648900
2026-05-04 10:45:00,30,2,649800
2026-05-04 11:00:00,29,2,650700
2026-05-04 11:15:00,30,0,651600
2026-05-04 11:30:00,30,2,652500
2026-05-04 11:45:00,29,1,653400
2026-05-04 12:00:00,29,2,654300
2026-05-04 12:15:00,30,1,655200
2026-05-04 12:30:00,30,2,656100
2026-05-04 12:45:00,30,1,657000
2026-05-04 13:00:00,30,1,657900
2026-05-04 13:15:00,30,2,658800
2026-05-04 13:30:00,29,1,659700
2026-05-04 13:45:00,29,0,660600
2026-05-04 14:00:00,30,1,661500
2026-05-04 14:15:00,30,2,662400
2026-05-04 14:30:00,30,2,663300
2026-05-04 14:45:00,29,1,664200
2026-05-04 15:00:00,29,0,665100
2026-05-04 15:15:00,29,1,666000
2026-05-04 15:30:00,30,0,666900
2026-05-04 15:45:00,30,1,667800
2026-05-04 16:00:00,29,0,668700
2026-05-04 16:15:00,29,0,669600
2026-05-04 16:30:00,30,1,670500
2026-05-04 16:45:00,30,1,671400
2026-05-04 17:00:00,29,0,672300
2026-05-04 17:15:00,29,2,673200
2026-05-04 17:30:00,30,1,674100
2026-05-04 17:45:00,29,2,675000
2026-05-04 18:00:00,29,0,675900
2026-05-04 18:15:00,29,2,676800
2026-05-04 18:30:00,29,2,677700
2026-05-04 18:45:00,30,2,678600
2026-05-04 19:00:00,29,0,679500
2026-05-04 19:15:00,30,0,680400
2026-05-04 19:30:00,30,0,681300
2026-05-04 19:45:00,29,0,682200
2026-05-04 20:00:00,30,1,683100
2026-05-04 20:15:00,29,0,684000
2026-05-04 20:30:00,29,0,684900
2026-05-04 20:45:00,30,0,685800
2026-05-04 21:00:00,30,1,686700
2026-05-04 21:15:00,30,1,687600
2026-05-04 21:30:00,29,2,688500
2026-05-04 21:45:00,30,2,689400
2026-05-04 22:00:00,30,0,690300
2026-05-04 22:15:00,29,1,691200
2026-05-04 22:30:00,30,0,692100
2026-05-04 22:45:00,29,0,693000
2026-05-04 23:00:00,30,1,693900
2026-05-04 23:15:00,30,2,694800
2026-05-04 23:30:00,29,2,695700
2026-05-04 23:45:00,30,0,696600
2026-05-05 00:00:00,30,0,697500
2026-05-05 00:15:00,29,2,698400
2026-05-05 00:30:00,30,0,699300
2026-05-05 00:45:00,30,2,700200
2026-05-05 01:00:00,30,0,701100
2026-05-05 01:15:00,30,1,702000
2026-05-05 01:30:00,30,1,702900
2026-05-05 01:45:00,30,2,703800
2026-05-05 02:00:00,30,0,704700
2026-05-05 02:15:00,30,0,705600
2026-05-05 02:30:00,30,0,706500
2026-05-05 02:45:00,29,2,707400
2026-05-05 03:00:00,29,0,708300
2026-05-05 03:15:00,30,0,709200
2026-05-05 03:30:00,29,0,710100
2026-05-05 03:45:00,30,2,711000
2026-05-05 04:00:00,29,0,711900
2026-05-05 04:15:00,30,2,712800
2026-05-05 04:30:00,30,0,713700
2026-05-05 04:45:00,30,0,714600
2026-05-05 05:00:00,29,1,715500
2026-05-05 05:15:00,30,1,716400
2026-05-05 05:30:00,30,2,717300
2026-05-05 05:45:00,30,0,718200
2026-05-05 06:00:00,29,0,719100
2026-05-05 06:15:00,29,2,720000
2026-05-05 06:30:00,30,1,720900
2026-05-05 06:45:00,30,0,721800
2026-05-05 07:00:00,29,2,722700
2026-05-05 07:15:00,30,1,723600
2026-05-05 07:30:00,30,2,724500
2026-05-05 07:45:00,30,1,725400
2026-05-05 08:00:00,29,0,726300
2026-05-05 08:15:00,29,2,727200
2026-05-05 08:30:00,30,1,728100
2026-05-05 08:45:00,30,0,729000
2026-05-05 09:00:00,30,1,729900
2026-05-05 09:15:00,29,0,730800
2026-05-05 09:30:00,30,0,731700
2026-05-05 09:45:00,29,2,732600
2026-05-05 10:00:00,29,0,733500
2026-05-05 10:15:00,29,1,734400
2026-05-05 10:30:00,30,0,735300
2026-05-05 10:45:00,30,0,736200
2026-05-05 11:00:00,30,1,737100
2026-05-05 11:15:00,29,0,738000
2026-05-05 11:30:00,30,0,738900
2026-05-05 11:45:00,29,0,739800
2026-05-05 12:00:00,29,1,740700
2026-05-05 12:15:00,30,0,741600
2026-05-05 12:30:00,30,0,742500
2026-05-05 12:45:00,30,0,743400
2026-05-05 13:00:00,29,2,744300
2026-05-05 13:15:00,30,2,745200
2026-05-05 13:30:00,30,0,746100
2026-05-05 13:45:00,30,0,747000
2026-05-05 14:00:00,30,1,747900
2026-05-05 14:15:00,30,0,748800
2026-05-05 14:30:00,30,0,749700
2026-05-05 14:45:00,29,0,750600
2026-05-05 15:00:00,29,0,751500
2026-05-05 15:15:00,29,1,752400
2026-05-05 15:30:00,30,0,753300
2026-05-05 15:45:00,29,0,754200
2026-05-05 16:00:00,29,2,755100
2026-05-05 16:15:00,30,2,756000
2026-05-05 16:30:00,30,0,756900
2026-05-05 16:45:00,30,1,757800
2026-05-05 17:00:00,29,0,758700
2026-05-05 17:15:00,30,2,759600
2026-05-05 17:30:00,30,0,760500
2026-05-05 17:45:00,29,0,761400
2026-05-05 18:00:00,30,0,762300
2026-05-05 18:15:00,30,0,763200
2026-05-05 18:30:00,29,0,764100
2026-05-05 18:45:00,30,0,765000
2026-05-05 19:00:00,29,0,765900
2026-05-05 19:15:00,29,0,766800
2026-05-05 19:30:00,30,2,767700
2026-05-05 19:45:00,29,1,768600
2026-05-05 20:00:00,29,1,769500
2026-05-05 20:15:00,29,1,770400
2026-05-05 20:30:00,30,0,771300
2026-05-05 20:45:00,29,0,772200
2026-05-05 21:00:00,30,0,773100
2026-05-05 21:15:00,30,0,774000
2026-05-05 21:30:00,29,1,774900
2026-05-05 21:45:00,29,2,775800
2026-05-05 22:00:00,30,1,776700
2026-05-05 22:15:00,30,0,777600
2026-05-05 22:30:00,30,1,778500
2026-05-05 22:45:00,29,0,779400
2026-05-05 23:00:00,29,2,780300
2026-05-05 23:15:00,30,2,781200
2026-05-05 23:30:00,30,0,782100
2026-05-05 23:45:00,29,0,783000
2026-05-06 00:00:00,29,0,783900
2026-05-06 00:15:00,29,1,784800
2026-05-06 00:30:00,30,1,785700
2026-05-06 00:45:00,29,2,786600
2026-05-06 01:00:00,30,0,787500
2026-05-06 01:15:00,29,1,788400
2026-05-06 01:30:00,30,0,789300
2026-05-06 01:45:00,29,2,790200
2026-05-06 02:00:00,30,0,791100
2026-05-06 02:15:00,29,0,792000
2026-05-06 02:30:00,29,0,792900
2026-05-06 02:45:00,30,1,793800
2026-05-06 03:00:00,29,2,794700
2026-05-06 03:15:00,30,0,795600
2026-05-06 03:30:00,29,1,796500
2026-05-06 03:45:00,30,1,797400
2026-05-06 04:00:00,29,2,798300
2026-05-06 04:15:00,29,0,799200
2026-05-06 04:30:00,29,2,800100
2026-05-06 04:45:00,29,1,801000
2026-05-06 05:00:00,30,1,801900
2026-05-06 05:15:00,30,0,802800
2026-05-06 05:30:00,30,0,803700
2026-05-06 05:45:00,30,2,804600
2026-05-06 06:00:00,30,0,805500
2026-05-06 06:15:00,30,0,806400
2026-05-06 06:30:00,30,1,807300
2026-05-06 06:45:00,29,1,808200
2026-05-06 07:00:00,30,2,809100
2026-05-06 07:15:00,29,0,810000
2026-05-06 07:30:00,30,0,810900
2026-05-06 07:45:00,29,1,811800
2026-05-06 08:00:00,29,0,812700
2026-05-06 08:15:00,30,1,813600
2026-05-06 08:30:00,29,0,814500
2026-05-06 08:45:00,29,0,815400
2026-05-06 09:00:00,29,0,816300
2026-05-06 09:15:00,29,0,817200
2026-05-06 09:30:00,29,0,818100
2026-05-06 09:45:00,30,1,819000
2026-05-06 10:00:00,30,0,819900
2026-05-06 10:15:00,29,2,820800
2026-05-06 10:30:00,30,0,821700
2026-05-06 10:45:00,30,0,822600
2026-05-06 11:00:00,29,1,823500
2026-05-06 11:15:00,29,0,824400
2026-05-06 11:30:00,30,2,825300
2026-05-06 11:45:00,30,1,826200
2026-05-06 12:00:00,30,2,827100
2026-05-06 12:15:00,30,0,828000
2026-05-06 12:30:00,29,0,828900
2026-05-06 12:45:00,29,2,829800
2026-05-06 13:00:00,29,0,830700
2026-05-06 13:15:00,30,1,831600
2026-05-06 13:30:00,30,0,832500
2026-05-06 13:45:00,30,2,833400
2026-05-06 14:00:00,29,1,834300
2026-05-06 14:15:00,30,0,835200
2026-05-06 14:30:00,30,0,836100
2026-05-06 14:45:00,29,0,837000
2026-05-06 15:00:00,30,2,837900
2026-05-06 15:15:00,29,0,838800
2026-05-06 15:30:00,29,0,839700
2026-05-06 15:45:00,30,0,840600
2026-05-06 16:00:00,30,0,841500
2026-05-06 16:15:00,30,1,842400
2026-05-06 16:30:00,30,0,843300
2026-05-06 16:45:00,29,0,844200
2026-05-06 17:00:00,30,0,845100
2026-05-06 17:15:00,30,0,846000
2026-05-06 17:30:00,30,2,846900
2026-05-06 17:45:00,30,2,847800
2026-05-06 18:00:00,30,0,848700
2026-05-06 18:15:00,30,2,849600
2026-05-06 18:30:00,30,0,850500
2026-05-06 18:45:00,30,0,851400
2026-05-06 19:00:00,29,1,852300
2026-05-06 19:15:00,29,1,853200
2026-05-06 19:30:00,30,2,854100
2026-05-06 19:45:00,30,0,855000
2026-05-06 20:00:00,30,0,855900
2026-05-06 20:15:00,30,0,856800
2026-05-06 20:30:00,30,0,857700
2026-05-06 20:45:00,30,0,858600
2026-05-06 21:00:00,30,0,859500
2026-05-06 21:15:00,29,2,860400
2026-05-06 21:30:00,30,0,861300
2026-05-06 21:45:00,30,0,862200
2026-05-06 22:00:00,29,0,863100
2026-05-06 22:15:00,30,1,864000
2026-05-06 22:30:00,30,0,864900
2026-05-06 22:45:00,30,1,865800
2026-05-06 23:00:00,29,2,866700
2026-05-06 23:15:00,30,0,867600
2026-05-06 23:30:00,30,2,868500
2026-05-06 23:45:00,29,0,869400
2026-05-07 00:00:00,30,0,870300
2026-05-07 00:15:00,29,1,871200
2026-05-07 00:30:00,29,1,872100
2026-05-07 00:45:00,30,1,873000
2026-05-07 01:00:00,29,1,873900
2026-05-07 01:15:00,29,2,874800
2026-05-07 01:30:00,30,0,875700
2026-05-07 01:45:00,30,2,876600
2026-05-07 02:00:00,30,0,877500
2026-05-07 02:15:00,30,1,878400
2026-05-07 02:30:00,30,0,879300
2026-05-07 02:45:00,29,0,880200
2026-05-07 03:00:00,30,0,881100
2026-05-07 03:15:00,30,0,882000
2026-05-07 03:30:00,29,0,882900
2026-05-07 03:45:00,29,0,883800
2026-05-07 04:00:00,30,2,884700
2026-05-07 04:15:00,30,1,885600
2026-05-07 04:30:00,29,1,886500
2026-05-07 04:45:00,30,2,887400
2026-05-07 05:00:00,29,1,888300
2026-05-07 05:15:00,29,2,889200
2026-05-07 05:30:00,30,1,890100
2026-05-07 05:45:00,30,0,891000
2026-05-07 06:00:00,30,0,891900
2026-05-07 06:15:00,29,0,892800
2026-05-07 06:30:00,29,2,893700
2026-05-07 06:45:00,29,0,894600
2026-05-07 07:00:00,29,2,895500
2026-05-07 07:15:00,30,1,896400
2026-05-07 07:30:00,29,0,897300
2026-05-07 07:45:00,29,2,898200
2026-05-07 08:00:00,29,0,899100
2026-05-07 08:15:00,30,0,900000
2026-05-07 08:30:00,29,0,900900
2026-05-07 08:45:00,29,0,901800
2026-05-07 09:00:00,30,1,902700
2026-05-07 09:15:00,30,0,903600
2026-05-07 09:30:00,29,0,904500
2026-05-07 09:45:00,29,0,905400
2026-05-07 10:00:00,29,2,906300
2026-05-07 10:15:00,30,0,907200
2026-05-07 10:30:00,29,1,908100
2026-05-07 10:45:00,30,0,909000
2026-05-07 11:00:00,29,1,909900
2026-05-07 11:15:00,29,0,910800
2026-05-07 11:30:00,29,0,911700
2026-05-07 11:45:00,30,0,912600
2026-05-07 12:00:00,29,0,913500
2026-05-07 12:15:00,30,2,914400
2026-05-07 12:30:00,29,0,915300
2026-05-07 12:45:00,29,1,916200
2026-05-07 13:00:00,29,0,917100
2026-05-07 13:15:00,29,2,918000
2026-05-07 13:30:00,29,0,918900
2026-05-07 13:45:00,30,1,919800
2026-05-07 14:00:00,29,2,920700
2026-05-07 14:15:00,30,0,921600
2026-05-07 14:30:00,30,0,922500
2026-05-07 14:45:00,29,1,923400
2026-05-07 15:00:00,30,0,924300
2026-05-07 15:15:00,29,0,925200
2026-05-07 15:30:00,30,0,926100
2026-05-07 15:45:00,29,0,927000
2026-05-07 16:00:00,29,2,927900
2026-05-07 16:15:00,30,0,928800
2026-05-07 16:30:00,30,1,929700
2026-05-07 16:45:00,30,0,930600
2026-05-07 17:00:00,29,0,931500
2026-05-07 17:15:00,29,2,932400
2026-05-07 17:30:00,30,0,933300
2026-05-07 17:45:00,30,2,934200
2026-05-07 18:00:00,30,2,935100
2026-05-07 18:15:00,29,1,936000
2026-05-07 18:30:00,29,0,936900
2026-05-07 18:45:00,30,0,937800
2026-05-07 19:00:00,30,1,938700
2026-05-07 19:15:00,29,2,939600
2026-05-07 19:30:00,30,0,940500
2026-05-07 19:45:00,30,0,941400
2026-05-07 20:00:00,30,0,942300
2026-05-07 20:15:00,29,2,943200
2026-05-07 20:30:00,29,0,944100
2026-05-07 20:45:00,30,2,945000
2026-05-07 21:00:00,30,2,945900
2026-05-07 21:15:00,30,0,946800
2026-05-07 21:30:00,29,1,947700
2026-05-07 21:45:00,29,1,948600
2026-05-07 22:00:00,29,0,949500
2026-05-07 22:15:00,30,0,950400
2026-05-07 22:30:00,29,1,951300
2026-05-07 22:45:00,29,0,952200
2026-05-07 23:00:00,29,0,953100
2026-05-07 23:15:00,29,1,954000
2026-05-07 23:30:00,29,0,954900
2026-05-07 23:45:00,30,0,955800
2026-05-08 00:00:00,29,0,956700
2026-05-08 00:15:00,29,0,957600
2026-05-08 00:30:00,29,0,958500
2026-05-08 00:45:00,29,0,959400
2026-05-08 01:00:00,29,0,960300
2026-05-08 01:15:00,30,0,961200
2026-05-08 01:30:00,30,0,962100
2026-05-08 01:45:00,29,0,963000
2026-05-08 02:00:00,30,0,963900
2026-05-08 02:15:00,30,0,964800
2026-05-08 02:30:00,29,1,965700
2026-05-08 02:45:00,29,1,966600
2026-05-08 03:00:00,30,2,967500
2026-05-08 03:15:00,30,0,968400
2026-05-08 03:30:00,29,0,969300
2026-05-08 03:45:00,29,1,970200
2026-05-08 04:00:00,29,0,971100
2026-05-08 04:15:00,29,0,972000
2026-05-08 04:30:00,29,2,972900
2026-05-08 04:45:00,29,0,973800
2026-05-08 05:00:00,29,0,974700
2026-05-08 05:15:00,29,2,975600
2026-05-08 05:30:00,30,0,976500
2026-05-08 05:45:00,29,0,977400
2026-05-08 06:00:00,29,2,978300
2026-05-08 06:15:00,29,2,979200
2026-05-08 06:30:00,29,2,980100
2026-05-08 06:45:00,30,0,981000
2026-05-08 07:00:00,30,0,981900
2026-05-08 07:15:00,30,0,982800
2026-05-08 07:30:00,29,0,983700
2026-05-08 07:45:00,29,2,984600
2026-05-08 08:00:00,29,0,985500
2026-05-08 08:15:00,29,0,986400
2026-05-08 08:30:00,30,0,987300
2026-05-08 08:45:00,30,0,988200
2026-05-08 09:00:00,29,2,989100
2026-05-08 09:15:00,30,0,990000
2026-05-08 09:30:00,29,1,990900
2026-05-08 09:45:00,30,0,991800
2026-05-08 10:00:00,30,0,992700
2026-05-08 10:15:00,29,1,993600
2026-05-08 10:30:00,29,0,994500
2026-05-08 10:45:00,30,0,995400
2026-05-08 11:00:00,30,0,996300
2026-05-08 11:15:00,30,0,997200
2026-05-08 11:30:00,29,2,998100
2026-05-08 11:45:00,29,0,999000
2026-05-08 12:00:00,29,0,999900
2026-05-08 12:15:00,30,0,1000800
2026-05-08 12:30:00,30,0,1001700
2026-05-08 12:45:00,29,0,1002600
2026-05-08 13:00:00,30,0,1003500
2026-05-08 13:15:00,30,1,1004400
2026-05-08 13:30:00,29,0,1005300
2026-05-08 13:45:00,29,2,1006200
2026-05-08 14:00:00,30,1,1007100
2026-05-08 14:15:00,30,0,1008000
2026-05-08 14:30:00,29,0,1008900
2026-05-08 14:45:00,30,0,1009800
2026-05-08 15:00:00,30,0,1010700
2026-05-08 15:15:00,30,0,1011600
2026-05-08 15:30:00,29,0,1012500
2026-05-08 15:45:00,29,1,1013400
2026-05-08 16:00:00,30,1,1014300
2026-05-08 16:15:00,30,0,1015200
2026-05-08 16:30:00,29,1,1016100
2026-05-08 16:45:00,30,1,1017000
2026-05-08 17:00:00,29,0,1017900
2026-05-08 17:15:00,29,2,1018800
2026-05-08 17:30:00,30,1,1019700
2026-05-08 17:45:00,30,2,1020600
2026-05-08 18:00:00,30,0,1021500
2026-05-08 18:15:00,29,0,1022400
2026-05-08 18:30:00,30,0,1023300
2026-05-08 18:45:00,30,0,1024200
2026-05-08 19:00:00,30,0,1025100
2026-05-08 19:15:00,29,1,1026000
2026-05-08 19:30:00,29,0,1026900
2026-05-08 19:45:00,29,0,1027800
2026-05-08 20:00:00,30,1,1028700
2026-05-08 20:15:00,29,1,1029600
2026-05-08 20:30:00,29,0,1030500
2026-05-08 20:45:00,30,0,1031400
2026-05-08 21:00:00,30,0,1032300
2026-05-08 21:15:00,30,0,1033200
2026-05-08 21:30:00,30,2,1034100
2026-05-08 21:45:00,29,1,1035000
2026-05-08 22:00:00,30,2,1035900
2026-05-08 22:15:00,29,0,1036800
2026-05-08 22:30:00,30,0,1037700
2026-05-08 22:45:00,30,0,1038600
2026-05-08 23:00:00,29,2,1039500
2026-05-08 23:15:00,30,0,1040400
2026-05-08 23:30:00,30,0,1041300
2026-05-08 23:45:00,30,1,1042200
2026-05-09 00:00:00,29,1,1043100
2026-05-09 00:15:00,29,0,1044000
2026-05-09 00:30:00,30,2,1044900
2026-05-09 00:45:00,30,1,1045800
2026-05-09 01:00:00,29,1,1046700
2026-05-09 01:15:00,29,0,1047600
2026-05-09 01:30:00,30,0,1048500
2026-05-09 01:45:00,29,0,1049400
2026-05-09 02:00:00,30,1,1050300
2026-05-09 02:15:00,30,0,1051200
2026-05-09 02:30:00,29,1,1052100
2026-05-09 02:45:00,29,2,1053000
2026-05-09 03:00:00,30,1,1053900
2026-05-09 03:15:00,29,2,1054800
2026-05-09 03:30:00,30,0,1055700
2026-05-09 03:45:00,30,0,1056600
2026-05-09 04:00:00,29,0,1057500
2026-05-09 04:15:00,29,0,1058400
2026-05-09 04:30:00,30,0,1059300
2026-05-09 04:45:00,29,1,1060200
2026-05-09 05:00:00,29,0,1061100
2026-05-09 05:15:00,29,2,1062000
2026-05-09 05:30:00,30,0,1062900
2026-05-09 05:45:00,30,0,1063800
2026-05-09 06:00:00,29,0,1064700
2026-05-09 06:15:00,30,1,1065600
2026-05-09 06:30:00,29,1,1066500
2026-05-09 06:45:00,30,2,1067400
2026-05-09 07:00:00,30,1,1068300
2026-05-09 07:15:00,29,1,1069200
2026-05-09 07:30:00,29,0,1070100
2026-05-09 07:45:00,30,0,1071000
2026-05-09 08:00:00,30,1,1071900
2026-05-09 08:15:00,29,0,1072800
2026-05-09 08:30:00,29,0,1073700
2026-05-09 08:45:00,30,0,1074600
2026-05-09 09:00:00,30,0,1075500
2026-05-09 09:15:00,29,0,1076400
2026-05-09 09:30:00,30,0,1077300
2026-05-09 09:45:00,29,0,1078200
2026-05-09 10:00:00,30,0,1079100
2026-05-09 10:15:00,30,2,1080000
2026-05-09 10:30:00,29,0,1080900
2026-05-09 10:45:00,30,0,1081800
2026-05-09 11:00:00,30,0,1082700
2026-05-09 11:15:00,29,0,1083600
2026-05-09 11:30:00,30,0,1084500
2026-05-09 11:45:00,29,0,1085400
2026-05-09 12:00:00,30,1,1086300
2026-05-09 12:15:00,30,0,1087200
2026-05-09 12:30:00,30,0,1088100
2026-05-09 12:45:00,30,0,1089000
2026-05-09 13:00:00,30,0,1089900
2026-05-09 13:15:00,30,1,1090800
2026-05-09 13:30:00,29,1,1091700
2026-05-09 13:45:00,30,1,1092600
2026-05-09 14:00:00,30,0,1093500
2026-05-09 14:15:00,30,0,1094400
2026-05-09 14:30:00,30,0,1095300
2026-05-09 14:45:00,29,0,1096200
2026-05-09 15:00:00,29,1,1097100
2026-05-09 15:15:00,30,0,1098000
2026-05-09 15:30:00,30,0,1098900
2026-05-09 15:45:00,29,0,1099800
2026-05-09 16:00:00,30,0,1100700
2026-05-09 16:15:00,29,1,1101600
2026-05-09 16:30:00,30,0,1102500
2026-05-09 16:45:00,30,0,1103400
2026-05-09 17:00:00,30,0,1104300
2026-05-09 17:15:00,30,0,1105200
2026-05-09 17:30:00,30,0,1106100
2026-05-09 17:45:00,29,2,1107000
2026-05-09 18:00:00,29,0,1107900
2026-05-09 18:15:00,30,0,1108800
2026-05-09 18:30:00,30,1,1109700
2026-05-09 18:45:00,30,0,1110600
2026-05-09 19:00:00,30,0,1111500
2026-05-09 19:15:00,29,2,1112400
2026-05-09 19:30:00,30,1,1113300
2026-05-09 19:45:00,29,0,1114200
2026-05-09 20:00:00,30,0,1115100
2026-05-09 20:15:00,29,0,1116000
2026-05-09 20:30:00,29,0,1116900
2026-05-09 20:45:00,29,2,1117800
2026-05-09 21:00:00,30,2,1118700
2026-05-09 21:15:00,29,2,1119600
2026-05-09 21:30:00,30,2,1120500
2026-05-09 21:45:00,30,2,1121400
2026-05-09 22:00:00,30,2,1122300
2026-05-09 22:15:00,29,1,1123200
2026-05-09 22:30:00,29,2,1124100
2026-05-09 22:45:00,30,1,1125000
2026-05-09 23:00:00,29,0,1125900
2026-05-09 23:15:00,29,1,1126800
2026-05-09 23:30:00,30,1,1127700
2026-05-09 23:45:00,29,0,1128600
2026-05-10 00:00:00,29,0,1129500
2026-05-10 00:15:00,29,2,1130400
2026-05-10 00:30:00,29,0,1131300
2026-05-10 00:45:00,30,0,1132200
2026-05-10 01:00:00,29,0,1133100
2026-05-10 01:15:00,29,2,1134000
2026-05-10 01:30:00,29,0,1134900
2026-05-10 01:45:00,29,0,0
2026-05-10 02:00:00,30,0,900
2026-05-10 02:15:00,29,0,1800
2026-05-10 02:30:00,30,0,2700
2026-05-10 02:45:00,30,2,3600
2026-05-10 03:00:00,29,2,4500
2026-05-10 03:15:00,29,0,5400
2026-05-10 03:30:00,30,2,6300
2026-05-10 03:45:00,29,1,7200
2026-05-10 04:00:00,29,0,8100
2026-05-10 04:15:00,30,0,9000
2026-05-10 04:30:00,29,0,9900
2026-05-10 04:45:00,30,1,10800
2026-05-10 05:00:00,30,1,11700
2026-05-10 05:15:00,30,0,12600
2026-05-10 05:30:00,30,0,13500
2026-05-10 05:45:00,29,2,14400
2026-05-10 06:00:00,29,2,15300
2026-05-10 06:15:00,29,0,16200
2026-05-10 06:30:00,29,1,17100
2026-05-10 06:45:00,30,0,18000
2026-05-10 07:00:00,30,0,18900
2026-05-10 07:15:00,30,0,19800
2026-05-10 07:30:00,29,0,20700
2026-05-10 07:45:00,30,0,21600
2026-05-10 08:00:00,29,0,22500
2026-05-10 08:15:00,30,0,23400
2026-05-10 08:30:00,29,0,24300
2026-05-10 08:45:00,29,0,25200
2026-05-10 09:00:00,30,1,26100
2026-05-10 09:15:00,29,0,27000
2026-05-10 09:30:00,29,1,27900
2026-05-10 09:45:00,30,2,28800
2026-05-10 10:00:00,30,0,29700
2026-05-10 10:15:00,29,1,30600
2026-05-10 10:30:00,29,0,31500
2026-05-10 10:45:00,30,0,32400
2026-05-10 11:00:00,30,0,33300
2026-05-10 11:15:00,30,0,34200
2026-05-10 11:30:00,30,0,35100
2026-05-10 11:45:00,29,0,36000
2026-05-10 12:00:00,29,0,36900
2026-05-10 12:15:00,29,0,37800
2026-05-10 12:30:00,30,0,38700
2026-05-10 12:45:00,29,0,39600
2026-05-10 13:00:00,30,2,40500
2026-05-10 13:15:00,29,2,41400
2026-05-10 13:30:00,30,0,42300
2026-05-10 13:45:00,29,0,43200
2026-05-10 14:00:00,29,0,44100
2026-05-10 14:15:00,30,0,45000
2026-05-10 14:30:00,29,0,45900
2026-05-10 14:45:00,29,0,46800
2026-05-10 15:00:00,29,0,47700
2026-05-10 15:15:00,30,2,48600
2026-05-10 15:30:00,29,0,49500
2026-05-10 15:45:00,30,0,50400
2026-05-10 16:00:00,29,1,51300
2026-05-10 16:15:00,30,0,52200
2026-05-10 16:30:00,29,0,53100
2026-05-10 16:45:00,30,0,54000
